t,x,y,psi
0.000,0.000000,0.000000,-1.082021353
0.100,5.083731,-9.721458,-1.082021353
0.200,20.331795,-38.837313,-1.081418233
0.300,39.680876,-75.944540,-1.083200479
0.400,64.123815,-122.743297,-1.082517540
0.500,93.167797,-178.295407,-1.082099429
0.600,101.103030,-193.477856,-1.082226963
